"sid","sinc","dept","scode","stitle","pcode","sem","ord","tp","part","sbatch","credits","my","totmax","ciamax","seemax","tstatus","valcode","facid","OMR"
"1","0","ENG","23ENLAL111","ENGLISH-I","11","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"2","1","TEL","23TELAL111A","TELUGU-I","11","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"3","0","HIN","23HILAL111A","HINDI-I","11","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"4","0","ECO","23ECMAL111","FUNDAMENTALS OF SOCIAL SCIENCES","11","1","5","T","2","2024","4","DEC-2024","100","30","70","1","117001","0","0"
"5","0","ECO","23ECMAL112","PERSPECTIVES ON INDIAN SOCIETY","11","1","6","T","2","2024","4","DEC-2024","100","30","70","1","118001","0","0"
"6","0","ENG","23ENSDL101","BUSINESS WRITING","11","1","15","G","3","2024","2","DEC-2024","50","15","35","1","723001","0","0"
"7","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","11","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"8","0","BOT","23BOMDL101","PRINCIPLES OF BIOLOGICAL SCIENCES","11","1","17","G","3","2024","2","DEC-2024","50","15","35","1","708001","0","0"
"9","0","VAC","23STVAP101","FUNDAMENTALS OF STATISTICS USING MS-EXCEL LAB","11","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"10","0","ENG","23ENLAL111","ENGLISH-I           ","21","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"11","1","TEL","23TELAL111A","TELUGU-I                  ","21","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"12","0","HIN","23HILAL111A","HINDI-I                    ","21","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"13","0","COM","23COMAL111","FUNDAMENTALS OF COMMERCE","21","1","5","T","2","2024","4","DEC-2024","100","30","70","1","109001","0","0"
"14","0","COM","23COMAL112","BUSINESS ORGANIZATION","21","1","6","T","2","2024","4","DEC-2024","100","30","70","1","110001","0","0"
"15","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","21","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"16","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","21","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"17","0","MAT","23MAMDL101","BASIC MATHEMATICS","21","1","17","G","3","2024","2","DEC-2024","50","15","35","1","725001","0","0"
"18","0","VAC","23COVAL101","FINANCIAL EDUCATION","21","1","25","E","4","2024","2","DEC-2024","50","15","35","1","712001","0","0"
"19","0","ENG","23ENLAL111","ENGLISH-I             ","22","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"20","1","TEL","23TELAL111A","TELUGU-I                  ","22","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"21","0","HIN","23HILAL111A","HINDI-I                    ","22","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"22","0","COM","23COMAL111","FUNDAMENTALS OF COMMERCE","22","1","5","T","2","2024","4","DEC-2024","100","30","70","1","109001","0","0"
"23","0","COM","23COMAL112","BUSINESS ORGANIZATION","22","1","6","T","2","2024","4","DEC-2024","100","30","70","1","110001","0","0"
"24","0","COM","23COSDL101","ENTREPRENEURSHIP DEVELOPMENT","22","1","15","G","3","2024","2","DEC-2024","50","15","35","1","711001","0","0"
"25","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","22","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"26","0","MAT","23MAMDL101","BASIC MATHEMATICS","22","1","17","G","3","2024","2","DEC-2024","50","15","35","1","725001","0","0"
"27","0","VAC","23COVAL101","FINANCIAL EDUCATION","22","1","25","E","4","2024","2","DEC-2024","50","15","35","1","712001","0","0"
"28","0","ENG","23ENLAL111","ENGLISH-I           ","23","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"29","1","TEL","23TELAL111A","TELUGU-I                  ","23","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"30","0","HIN","23HILAL111A","HINDI-I                    ","23","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"31","0","COM","23COMAL111","FUNDAMENTALS OF COMMERCE","23","1","5","T","2","2024","4","DEC-2024","100","30","70","1","109001","0","0"
"32","0","COM","23COMAL112","BUSINESS ORGANIZATION","23","1","6","T","2","2024","4","DEC-2024","100","30","70","1","110001","0","0"
"33","0","COM","23COSDL101","ENTREPRENEURSHIP DEVELOPMENT","23","1","15","G","3","2024","2","DEC-2024","50","15","35","1","711001","0","0"
"34","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","23","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"35","0","MAT","23MAMDL101","BASIC MATHEMATICS","23","1","17","G","3","2024","2","DEC-2024","50","15","35","1","725001","0","0"
"36","0","VAC","23COVAL101","FINANCIAL EDUCATION","23","1","25","E","4","2024","2","DEC-2024","50","15","35","1","712001","0","0"
"37","0","ENG","23ENLAL111","ENGLISH-I          ","24","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"38","1","TEL","23TELAL111A","TELUGU-I                  ","24","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"39","0","HIN","23HILAL111A","HINDI-I                    ","24","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"40","0","COM","23COMAL111","FUNDAMENTALS OF COMMERCE","24","1","5","T","2","2024","4","DEC-2024","100","30","70","1","109001","0","0"
"41","0","COM","23COMAL112","BUSINESS ORGANIZATION","24","1","6","T","2","2024","4","DEC-2024","100","30","70","1","110001","0","0"
"42","0","COM","23COSDL101","ENTREPRENEURSHIP DEVELOPMENT","24","1","15","G","3","2024","2","DEC-2024","50","15","35","1","711001","0","0"
"43","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","24","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"44","0","MAT","23MAMDL101","BASIC MATHEMATICS","24","1","17","G","3","2024","2","DEC-2024","50","15","35","1","725001","0","0"
"45","0","VAC","23COVAL101","FINANCIAL EDUCATION","24","1","25","E","4","2024","2","DEC-2024","50","15","35","1","712001","0","0"
"46","0","ENG","23ENLAL112","BUSINESS ENGLISH-I                 ","25","1","1","T","1","2024","3","DEC-2024","100","30","70","1","122001","0","0"
"47","1","TEL","23TELAL111A","TELUGU-I                  ","25","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"48","0","HIN","23HILAL111A","HINDI-I                    ","25","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"49","0","COM","23COMAL111","FUNDAMENTALS OF COMMERCE","25","1","5","T","2","2024","4","DEC-2024","100","30","70","1","109001","0","0"
"50","0","COM","23COMAL112","BUSINESS ORGANIZATION","25","1","6","T","2","2024","4","DEC-2024","100","30","70","1","110001","0","0"
"51","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","25","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"52","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","25","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"53","0","MAT","23MAMDL101","BASIC MATHEMATICS","25","1","17","G","3","2024","2","DEC-2024","50","15","35","1","725001","0","0"
"54","0","VAC","23COVAL102","HEALTH INSURANCE","25","1","25","E","4","2024","2","DEC-2024","50","15","35","1","713001","0","0"
"55","0","ENG","23ENLAL112","BUSINESS ENGLISH-I                 ","26","1","1","T","1","2024","3","DEC-2024","100","30","70","1","122001","0","0"
"56","1","TEL","23TELAL111A","TELUGU-I                  ","26","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"57","0","HIN","23HILAL111A","HINDI-I                    ","26","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"58","0","COM","23COMAL111","FUNDAMENTALS OF COMMERCE","26","1","5","T","2","2024","4","DEC-2024","100","30","70","1","109001","0","0"
"59","0","COM","23COMAL112","BUSINESS ORGANIZATION","26","1","6","T","2","2024","4","DEC-2024","100","30","70","1","110001","0","0"
"60","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","26","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"61","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","26","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"62","0","MAT","23MAMDL101","BASIC MATHEMATICS","26","1","17","G","3","2024","2","DEC-2024","50","15","35","1","725001","0","0"
"63","0","VAC","23COVAL103","DIGITAL BANKING","26","1","25","E","4","2024","2","DEC-2024","50","15","35","1","714001","0","0"
"64","0","ENG","23ENLAL112","BUSINESS ENGLISH-I                 ","27","1","1","T","1","2024","3","DEC-2024","100","30","70","1","122001","0","0"
"65","1","TEL","23TELAL111A","TELUGU-I                  ","27","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"66","0","HIN","23HILAL111A","HINDI-I                    ","27","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"67","0","COM","23COMAL111","FUNDAMENTALS OF COMMERCE","27","1","5","T","2","2024","4","DEC-2024","100","30","70","1","109001","0","0"
"68","0","COM","23COMAL112","BUSINESS ORGANIZATION","27","1","6","T","2","2024","4","DEC-2024","100","30","70","1","110001","0","0"
"69","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","27","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"70","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","27","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"71","0","MAT","23MAMDL101","BASIC MATHEMATICS","27","1","17","G","3","2024","2","DEC-2024","50","15","35","1","725001","0","0"
"72","0","VAC","23COVAL102","HEALTH INSURANCE","27","1","25","E","4","2024","2","DEC-2024","50","15","35","1","713001","0","0"
"73","0","ENG","23ENLAL112","BUSINESS ENGLISH-I                 ","28","1","1","T","1","2024","3","DEC-2024","100","30","70","1","122001","0","0"
"74","1","TEL","23TELAL111A","TELUGU-I                  ","28","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"75","0","HIN","23HILAL111A","HINDI-I                    ","28","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"76","0","COM","23COMAL111","FUNDAMENTALS OF COMMERCE","28","1","5","T","2","2024","4","DEC-2024","100","30","70","1","109001","0","0"
"77","0","COM","23COMAL112","BUSINESS ORGANIZATION","28","1","6","T","2","2024","4","DEC-2024","100","30","70","1","110001","0","0"
"78","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","28","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"79","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","28","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"80","0","MAT","23MAMDL101","BASIC MATHEMATICS","28","1","17","G","3","2024","2","DEC-2024","50","15","35","1","725001","0","0"
"81","0","VAC","23COVAL101","FINANCIAL EDUCATION","28","1","25","E","4","2024","2","DEC-2024","50","15","35","1","712001","0","0"
"82","0","ENG","23ENLAL112","BUSINESS ENGLISH-I                 ","31","1","1","T","1","2024","3","DEC-2024","100","30","70","1","122001","0","0"
"83","1","TEL","23TELAL111A","TELUGU-I                  ","31","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"84","0","HIN","23HILAL111A","HINDI-I                    ","31","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"85","0","MGT","23MGMAL111","FUNDAMENTALS OF COMMERCE","31","1","5","T","2","2024","4","DEC-2024","100","30","70","1","128001","0","0"
"86","0","MGT","23MGMAL112","BUSINESS ORGANIZATION","31","1","6","T","2","2024","4","DEC-2024","100","30","70","1","129001","0","0"
"87","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","31","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"88","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","31","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"89","0","COM","23ANMDP101","DATABASE MANAGEMENT USING SQL LAB","31","1","17","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"90","0","VAC","23ANVAL103","DATABASE MANAGEMENT SYSTEMS","31","1","25","E","4","2024","2","DEC-2024","50","15","35","1","704001","0","0"
"91","0","ENG","23ENLAL112","BUSINESS ENGLISH-I                 ","32","1","1","T","1","2024","3","DEC-2024","100","30","70","1","122001","0","0"
"92","1","TEL","23TELAL111A","TELUGU-I                  ","32","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"93","0","HIN","23HILAL111A","HINDI-I                    ","32","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"94","0","MGT","23MGMAL111","FUNDAMENTALS OF COMMERCE","32","1","5","T","2","2024","4","DEC-2024","100","30","70","1","128001","0","0"
"95","0","MGT","23MGMAL112","BUSINESS ORGANIZATION","32","1","6","T","2","2024","4","DEC-2024","100","30","70","1","129001","0","0"
"96","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","32","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"97","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","32","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"98","0","COM","23ANMDP101","DATABASE MANAGEMENT USING SQL LAB","32","1","17","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"99","0","VAC","23ANVAL103","DATABASE MANAGEMENT SYSTEMS","32","1","25","E","4","2024","2","DEC-2024","50","15","35","1","704001","0","0"
"100","0","ENG","23ENLAL112","BUSINESS ENGLISH-I                 ","33","1","1","T","1","2024","3","DEC-2024","100","30","70","1","122001","0","0"
"101","1","TEL","23TELAL111A","TELUGU-I                  ","33","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"102","0","HIN","23HILAL111A","HINDI-I                    ","33","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"103","0","ANA","23ANMAL111","FUNDAMENTALS OF COMMERCE","33","1","5","T","2","2024","4","DEC-2024","100","30","70","1","101001","0","0"
"104","0","ANA","23ANMAL112","BUSINESS ORGANIZATION AND MANAGEMENT","33","1","6","T","2","2024","4","DEC-2024","100","30","70","1","102001","0","0"
"105","0","COM","23ANSDP101","BUSINESS ANALYTICS USING SPREAD SHEETS LAB","33","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"106","0","CVAC","23BOCVL101","ENVIRONMENTAL EDUCATION","33","1","16","G","3","2024","2","DEC-2024","50","15","35","1","707001","0","0"
"107","0","COM","23ANMDP101","DATABASE MANAGEMENT USING SQL LAB","33","1","17","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"108","0","VAC","23MGVAP101","TALLY - ACCOUNTING SOFTWARE LAB","33","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"109","0","ENG","23ENLAL111","ENGLISH-I          ","41","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"110","1","TEL","23TELAL111A","TELUGU-I                  ","41","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"111","0","COM","23COMAL111","FUNDAMENTALS OF COMMERCE","41","1","5","T","2","2024","4","DEC-2024","100","30","70","1","109001","0","0"
"112","0","COM","23COMAL112","BUSINESS ORGANIZATION","41","1","6","T","2","2024","4","DEC-2024","100","30","70","1","110001","0","0"
"113","0","CSC","23CSSDL101","DESIGN THINKING","41","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"114","0","MAT","23MAMDL101","BASIC MATHEMATICS","41","1","16","G","3","2024","2","DEC-2024","50","15","35","1","725001","0","0"
"115","0","VAC","23ANVAL101","BASICS OF BUSINESS ANALYTICS","41","1","25","E","4","2024","2","DEC-2024","50","15","35","1","703001","0","0"
"116","0","VAC","23ELVAP101","INTRODUCTION TO ARDUINO LAB","41","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"117","0","ENG","23ENLAL111","ENGLISH-I ","42","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"118","1","TEL","23TELAL111A","TELUGU-I                  ","42","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"119","0","HIN","23HILAL111A","HINDI-I                    ","42","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"120","0","COM","23COMAL111","FUNDAMENTALS OF COMMERCE","42","1","5","T","2","2024","4","DEC-2024","100","30","70","1","109001","0","0"
"121","0","COM","23COMAL112","BUSINESS ORGANIZATION","42","1","6","T","2","2024","4","DEC-2024","100","30","70","1","110001","0","0"
"122","0","CSC","23CSSDL101","DESIGN THINKING","42","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"123","0","MAT","23MAMDL101","BASIC MATHEMATICS","42","1","16","G","3","2024","2","DEC-2024","50","15","35","1","725001","0","0"
"124","0","VAC","23ANVAL101","BASICS OF BUSINESS ANALYTICS","42","1","25","E","4","2024","2","DEC-2024","50","15","35","1","703001","0","0"
"125","0","ENG","23ENLAL111","ENGLISH-I    ","51","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"126","1","TEL","23TELAL111A","TELUGU-I                  ","51","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"127","0","HIN","23HILAL111A","HINDI-I                    ","51","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"128","0","BIO","23BIMAL111","INTRODUCTION TO CLASSICAL BIOLOGY","51","1","5","T","2","2024","4","DEC-2024","100","30","70","1","105001","0","0"
"129","0","BIO","23BIMAL112","INTRODUCTION TO APPLIED BIOLOGY","51","1","6","T","2","2024","4","DEC-2024","100","30","70","1","106001","0","0"
"130","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","51","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"131","0","ECO","23ECMDL101","FUNDAMENTALS OF ECONOMICS","51","1","16","G","3","2024","2","DEC-2024","50","15","35","1","719001","0","0"
"132","0","VAC","23ZOVAP101","SOLID WASTE MANAGEMENT LAB","52","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"133","0","ENG","23ENLAL111","ENGLISH-I","52","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"134","1","TEL","23TELAL111A","TELUGU-I                  ","52","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"135","0","HIN","23HILAL111A","HINDI-I                    ","52","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"136","0","BIO","23BIMAL111","INTRODUCTION TO CLASSICAL BIOLOGY","52","1","5","T","2","2024","4","DEC-2024","100","30","70","1","105001","0","0"
"137","0","BIO","23BIMAL112","INTRODUCTION TO APPLIED BIOLOGY","52","1","6","T","2","2024","4","DEC-2024","100","30","70","1","106001","0","0"
"138","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","52","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"139","0","ECO","23ECMDL101","FUNDAMENTALS OF ECONOMICS","52","1","16","G","3","2024","2","DEC-2024","50","15","35","1","719001","0","0"
"140","0","VAC","23BOVAP101","PLANT NURSERY MANAGEMENT LAB","51","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"141","0","ENG","23ENLAL111","ENGLISH-I      ","61","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"142","1","TEL","23TELAL111A","TELUGU-I                  ","61","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"143","0","HIN","23HILAL111A","HINDI-I                    ","61","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"144","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","61","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"145","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","61","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"146","0","CSC","23CSSDL101","DESIGN THINKING","61","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"147","0","ECO","23ECMDL101","FUNDAMENTALS OF ECONOMICS","61","1","16","G","3","2024","2","DEC-2024","50","15","35","1","719001","0","0"
"148","0","ENG","23ENLAL111","ENGLISH-I     ","62","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"149","1","TEL","23TELAL111A","TELUGU-I                  ","62","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"150","0","HIN","23HILAL111A","HINDI-I                    ","62","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"151","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","62","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"152","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","62","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"153","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","62","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"154","0","ECO","23ECMDL101","FUNDAMENTALS OF ECONOMICS","62","1","16","G","3","2024","2","DEC-2024","50","15","35","1","719001","0","0"
"155","0","ENG","23ENLAL111","ENGLISH-I","63","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"156","1","TEL","23TELAL111A","TELUGU-I                  ","63","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"157","0","HIN","23HILAL111A","HINDI-I                    ","63","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"158","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","63","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"159","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","63","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"160","0","CSC","23CSSDP101","COMPUTER FUNDAMENTALS AND OFFICE TOOLS (ICT) LAB-I","63","1","15","L","3","2024","2","DEC-2024","50","15","35","0",,"0","0"
"161","0","ECO","23ECMDL101","FUNDAMENTALS OF ECONOMICS","63","1","16","G","3","2024","2","DEC-2024","50","15","35","1","719001","0","0"
"162","0","VAC","23STVAP103","ESSENTIALS OF STATISTICS FOR PHYSICS LAB","63","1","25","EP","4","2024","2","DEC-2024","50","15","35","0",,"0","0"
"163","0","ENG","23ENLAL111","ENGLISH-I","64","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"164","1","TEL","23TELAL111A","TELUGU-I                  ","64","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"165","0","HIN","23HILAL111A","HINDI-I                    ","64","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"166","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","64","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"167","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","64","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"168","0","CSC","23CSSDL101","DESIGN THINKING","64","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"169","0","ECO","23ECMDL101","FUNDAMENTALS OF ECONOMICS","64","1","16","G","3","2024","2","DEC-2024","50","15","35","1","719001","0","0"
"170","0","VAC","23CSVAL101","PROBLEM SOLVING TECHNIQUES","64","1","25","E","4","2024","2","DEC-2024","50","15","35","1","716001","0","0"
"171","0","ENG","23ENLAL111","ENGLISH-I        ","65","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"172","1","TEL","23TELAL111A","TELUGU-I                  ","65","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"173","0","HIN","23HILAL111A","HINDI-I                    ","65","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"174","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","65","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"175","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","65","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"176","0","CSC","23CSSDL101","DESIGN THINKING","65","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"177","0","ECO","23ECMDL101","FUNDAMENTALS OF ECONOMICS","65","1","16","G","3","2024","2","DEC-2024","50","15","35","1","719001","0","0"
"178","0","VAC","23MAVAL102","COMPUTATIONAL MATHEMATICS","65","1","25","E","4","2024","2","DEC-2024","50","15","35","1","727001","0","0"
"179","0","ENG","23ENLAL111","ENGLISH-I ","71","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"180","1","TEL","23TELAL111A","TELUGU-I                  ","71","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"181","0","HIN","23HILAL111A","HINDI-I                    ","71","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
"182","0","SCI","23SCMAL111","ESSENTIALS AND APPLICATIONS OF MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","71","1","5","T","2","2024","4","DEC-2024","100","30","70","1","131001","0","0"
"183","0","SCI","23SCMAL112","ADVANCES IN MATHEMATICAL, PHYSICAL AND CHEMICAL SCIENCES","71","1","6","T","2","2024","4","DEC-2024","100","30","70","1","132001","0","0"
"184","0","CSC","23CSSDL101","DESIGN THINKING","71","1","15","G","3","2024","2","DEC-2024","50","15","35","1","715001","0","0"
"185","0","COM","23MGMDL101","PRINCIPLES OF MANAGEMENT","71","1","16","G","3","2024","2","DEC-2024","50","15","35","1","730001","0","0"
"186","0","VAC","23MAVAL101","ELEMENTARY NUMBER THEORY","71","1","25","E","4","2024","2","DEC-2024","50","15","35","1","726001","0","0"
"187","0","ENG","23ENLAL111","ENGLISH-I ","72","1","1","T","1","2024","3","DEC-2024","100","30","70","1","121001","0","0"
"188","1","TEL","23TELAL111A","TELUGU-I                  ","72","1","2","T","1","2024","3","DEC-2024","100","30","70","1","133001","0","0"
"189","0","HIN","23HILAL111A","HINDI-I                    ","72","1","2","T","1","2024","3","DEC-2024","100","30","70","1","124001","0","0"
